Country,Measure,Frequency,Transaction,Time,Value,Flags
"Austria","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2012",307003.776,
"Austria","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2013",313196.671234,
"Austria","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2012",307003.776,
"Austria","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2013",313196.671234,
"Austria","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2012",33433.846,
"Austria","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2013",33823.029173,
"Austria","National currency, current prices, millions","Annual","Taxes less subsidies on products","2012",29417.618,
"Austria","National currency, current prices, millions","Annual","Taxes less subsidies on products","2013",29898.198938,
"Austria","National currency, current prices, millions","Annual","Statistical discrepancy","2012",126.823,
"Austria","National currency, current prices, millions","Annual","Statistical discrepancy","2013",27.203589,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure","2012",227381.429,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure","2013",231290.68,
"Austria","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2012",34539.475,
"Austria","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2013",35770.557,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure of households","2012",164436.035,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure of households","2013",167525.614,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2012",4583.721,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2013",4790.282,
"Austria","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2012",23822.198,
"Austria","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2013",23204.227,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2012",58361.673,
"Austria","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2013",58974.784,
"Austria","National currency, current prices, millions","Annual","of which: Actual individual consumption","2012",203559.231,
"Austria","National currency, current prices, millions","Annual","of which: Actual individual consumption","2013",208086.453,
"Austria","National currency, current prices, millions","Annual","Gross capital formation","2012",69619.855,
"Austria","National currency, current prices, millions","Annual","Gross capital formation","2013",67330.329885,
"Austria","National currency, current prices, millions","Annual","Gross fixed capital formation","2012",65828.527,
"Austria","National currency, current prices, millions","Annual","Gross fixed capital formation","2013",66171.903364,
"Austria","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2012",3791.328,
"Austria","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2013",1158.426521,
"Austria","National currency, current prices, millions","Annual","Exports of goods and services","2012",175593.502,
"Austria","National currency, current prices, millions","Annual","Exports of goods and services","2013",179905.224182,
"Austria","National currency, current prices, millions","Annual","Exports of goods","2012",125779.413,
"Austria","National currency, current prices, millions","Annual","Exports of goods","2013",127658.106679,
"Austria","National currency, current prices, millions","Annual","Exports of services","2012",49814.089,
"Austria","National currency, current prices, millions","Annual","Exports of services","2013",52247.117503,
"Austria","National currency, current prices, millions","Annual","Imports of goods and services","2012",165717.833,
"Austria","National currency, current prices, millions","Annual","Imports of goods and services","2013",165356.766422,
"Austria","National currency, current prices, millions","Annual","Imports of goods","2012",132709.468,
"Austria","National currency, current prices, millions","Annual","Imports of goods","2013",130743.872713,
"Austria","National currency, current prices, millions","Annual","Imports of services","2012",33008.365,
"Austria","National currency, current prices, millions","Annual","Imports of services","2013",34612.893709,
"Austria","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2012",307003.776,
"Austria","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2013",313196.671234,
"Austria","National currency, current prices, millions","Annual","External balance of goods and services","2012",9875.669,
"Austria","National currency, current prices, millions","Annual","External balance of goods and services","2013",14548.45776,
"Austria","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2012",277586.158,
"Austria","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2013",283298.472296,
"Austria","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2012",119316.125,
"Austria","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2013",120739.763061,
"Austria","National currency, current prices, millions","Annual","Compensation of employees","2012",154253.805,
"Austria","National currency, current prices, millions","Annual","Compensation of employees","2013",158633.879,
"Austria","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2012",169019.756,
"Austria","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2013",172315.896,
"Austria","National currency, current prices, millions","Annual","Dwellings","2012",13937.857,
"Austria","National currency, current prices, millions","Annual","Dwellings","2013",14599.368,
"Austria","National currency, current prices, millions","Annual","Other buildings and structures","2012",20768.312,
"Austria","National currency, current prices, millions","Annual","Other buildings and structures","2013",21021.183,
"Austria","National currency, current prices, millions","Annual","Transport equipment","2012",6908.059,
"Austria","National currency, current prices, millions","Annual","Transport equipment","2013",6762.4,
"Austria","National currency, current prices, millions","Annual","Other machinery and equipment","2012",18164.239,
"Austria","National currency, current prices, millions","Annual","Other machinery and equipment","2013",17625.888364,
"Austria","National currency, current prices, millions","Annual","Cultivated assets","2012",108,
"Austria","National currency, current prices, millions","Annual","Cultivated assets","2013",101.276,
"Austria","National currency, current prices, millions","Annual","Intangible fixed assets","2012",5942.06,
"Austria","National currency, current prices, millions","Annual","Intangible fixed assets","2013",6061.788,
"Austria","National currency, current prices, millions","Annual","Domestic demand","2012",297001.284,
"Austria","National currency, current prices, millions","Annual","Domestic demand","2013",298621.009885,
"Austria","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",30095.555,
"Austria","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",31014.044,
"Austria","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",50500.242,
"Austria","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",51705.658,
"Austria","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",627.461,
"Austria","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",643.483,
"Austria","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",4430.519,
"Austria","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",4272.261,
"Austria","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",60446.45,
"Austria","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",61686.251296,
"Austria","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",33648.845,
"Austria","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",34713.029,
"Austria","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",10867.14,
"Austria","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",11105.975,
"Austria","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",18882.865,
"Austria","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",19512.087,
"Austria","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",61876.059,
"Austria","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",62084.318,
"Austria","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",33227.339,
"Austria","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",34264.408,
"Austria","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",5267.747,
"Austria","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",5531.151,
"Austria","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",8992.997,
"Austria","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",9184.808,
"Austria","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",13521.567,
"Austria","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",14252.821,
"Austria","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",8568.244,
"Austria","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",8792.015,
"Austria","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",1833.914,
"Austria","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",1922.347,
"Austria","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",27313.241,
"Austria","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",28270.735,
"Austria","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",25206.394,
"Austria","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",25865.893,
"Austria","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",14040.308,
"Austria","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",14353.188,
"Austria","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",41361.434,
"Austria","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",42407.512,
"Austria","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",49023.887,
"Austria","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",49930.158,
"Austria","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",7892.178,
"Austria","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",8239.14,
"Austria","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",4811.373,
"Austria","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",4900.771,
"France","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2012",2032296.81,
"France","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2013",2059852,
"France","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2012",2032296.84,
"France","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2013",2059852,
"France","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2012",279774,
"France","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2013",287377,
"France","National currency, current prices, millions","Annual","Taxes less subsidies on products","2012",211396.45,
"France","National currency, current prices, millions","Annual","Taxes less subsidies on products","2013",214854,
"France","National currency, current prices, millions","Annual","Statistical discrepancy","2012",0,
"France","National currency, current prices, millions","Annual","Statistical discrepancy","2013",0,
"France","National currency, current prices, millions","Annual","Statistical discrepancy","2012",0,
"France","National currency, current prices, millions","Annual","Statistical discrepancy","2013",-1,
"France","National currency, current prices, millions","Annual","Statistical discrepancy","2012",0,
"France","National currency, current prices, millions","Annual","Statistical discrepancy","2013",0,
"France","National currency, current prices, millions","Annual","Final consumption expenditure","2012",1675005.85,
"France","National currency, current prices, millions","Annual","Final consumption expenditure","2013",1697194,
"France","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2012",328279,
"France","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2013",335221,
"France","National currency, current prices, millions","Annual","Final consumption expenditure of households","2012",1129798.85,
"France","National currency, current prices, millions","Annual","Final consumption expenditure of households","2013",1139692,
"France","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2012",42478,
"France","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2013",43834,
"France","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2012",174450,
"France","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2013",178446,
"France","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2012",502729,
"France","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2013",513668,
"France","National currency, current prices, millions","Annual","of which: Actual individual consumption","2012",1500555.85,
"France","National currency, current prices, millions","Annual","of which: Actual individual consumption","2013",1518746,
"France","National currency, current prices, millions","Annual","Gross capital formation","2012",402337.99,
"France","National currency, current prices, millions","Annual","Gross capital formation","2013",403114,
"France","National currency, current prices, millions","Annual","Gross fixed capital formation","2012",401792.82,
"France","National currency, current prices, millions","Annual","Gross fixed capital formation","2013",394611,
"France","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2012",545.17,
"France","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2013",8502,
"France","National currency, current prices, millions","Annual","Exports of goods and services","2012",557574,
"France","National currency, current prices, millions","Annual","Exports of goods and services","2013",560226,
"France","National currency, current prices, millions","Annual","Exports of goods","2012",435636,
"France","National currency, current prices, millions","Annual","Exports of goods","2013",433258,
"France","National currency, current prices, millions","Annual","Exports of services","2012",121938,
"France","National currency, current prices, millions","Annual","Exports of services","2013",126967,
"France","National currency, current prices, millions","Annual","Imports of goods and services","2012",602621,
"France","National currency, current prices, millions","Annual","Imports of goods and services","2013",600681,
"France","National currency, current prices, millions","Annual","Imports of goods","2012",499174,
"France","National currency, current prices, millions","Annual","Imports of goods","2013",491660,
"France","National currency, current prices, millions","Annual","Imports of services","2012",103447,
"France","National currency, current prices, millions","Annual","Imports of services","2013",109021,
"France","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2012",2032296,
"France","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2013",2059853,
"France","National currency, current prices, millions","Annual","External balance of goods and services","2012",-45047,
"France","National currency, current prices, millions","Annual","External balance of goods and services","2013",-40455,
"France","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2012",1820900.36,
"France","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2013",1844998,
"France","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2012",667636,
"France","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2013",673550,
"France","National currency, current prices, millions","Annual","Compensation of employees","2012",1084886,
"France","National currency, current prices, millions","Annual","Compensation of employees","2013",1098926,
"France","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2012",1172276.85,
"France","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2013",1183526,
"France","National currency, current prices, millions","Annual","Dwellings","2012",124182.58,
"France","National currency, current prices, millions","Annual","Dwellings","2013",120895,
"France","National currency, current prices, millions","Annual","Other buildings and structures","2012",128817.75,
"France","National currency, current prices, millions","Annual","Other buildings and structures","2013",126275,
"France","National currency, current prices, millions","Annual","Transport equipment","2012",29565.25,
"France","National currency, current prices, millions","Annual","Transport equipment","2013",28567,
"France","National currency, current prices, millions","Annual","Other machinery and equipment","2012",75853.99,
"France","National currency, current prices, millions","Annual","Other machinery and equipment","2013",75334,
"France","National currency, current prices, millions","Annual","Cultivated assets","2012",1101.09,
"France","National currency, current prices, millions","Annual","Cultivated assets","2013",987,
"France","National currency, current prices, millions","Annual","Intangible fixed assets","2012",42271.87,
"France","National currency, current prices, millions","Annual","Intangible fixed assets","2013",42552,
"France","National currency, current prices, millions","Annual","Domestic demand","2012",2077343.84,
"France","National currency, current prices, millions","Annual","Domestic demand","2013",2100308,
"France","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",132946.623523,
"France","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",133261,
"France","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",181426.83,
"France","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",187593,
"France","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",8161.779134,
"France","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",8344,
"France","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",35849.41,
"France","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",33198,
"France","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",228250.49,
"France","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",235963,
"France","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",153397.650017,
"France","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",154061,
"France","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",68423.684688,
"France","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",68291,
"France","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",114133.7,
"France","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",111594,
"France","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",332676.62,
"France","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",335499,
"France","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",218198.957126,
"France","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",220748,
"France","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",55299.659997,
"France","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",56508,
"France","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",82489.81,
"France","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",77411,
"France","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",87497.11,
"France","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",91385,
"France","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",52468.009459,
"France","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",53216,
"France","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",13864.834537,
"France","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",13913,
"France","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",239927.34,
"France","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",245966,
"France","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",226040.73,
"France","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",229139,
"France","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",157043.916116,
"France","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",158873,
"France","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",313353.304658,
"France","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",319783,
"France","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",412094.99,
"France","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",421699,
"France","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",61940.16,
"France","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",63148,
"France","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2012",44674.562357,
"France","National currency, current prices, millions","Annual","Other service activities (ISIC rev4)","2013",45190,
"Germany","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2012",2666400,
"Germany","National currency, current prices, millions","Annual","Gross domestic product (output approach)","2013",2737600,
"Germany","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2012",2666400,
"Germany","National currency, current prices, millions","Annual","Gross domestic product (expenditure approach)","2013",2737600,
"Germany","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2012",274480,
"Germany","National currency, current prices, millions","Annual","Taxes less subsidies on production and imports","2013",277580,
"Germany","National currency, current prices, millions","Annual","Taxes less subsidies on products","2012",279610,
"Germany","National currency, current prices, millions","Annual","Taxes less subsidies on products","2013",283620,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure","2012",2048220,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure","2013",2105430,
"Germany","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2012",328140,
"Germany","National currency, current prices, millions","Annual","Individual consumption expenditure of general government","2013",342610,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure of households","2012",1490500,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure of households","2013",1525750,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2012",43370,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure of non-profit institutions serving households","2013",46680,
"Germany","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2012",186210,
"Germany","National currency, current prices, millions","Annual","Collective consumption expenditure of general government","2013",190390,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2012",514350,
"Germany","National currency, current prices, millions","Annual","Final consumption expenditure of general government","2013",533000,
"Germany","National currency, current prices, millions","Annual","of which: Actual individual consumption","2012",1862010,
"Germany","National currency, current prices, millions","Annual","of which: Actual individual consumption","2013",1915040,
"Germany","National currency, current prices, millions","Annual","Gross capital formation","2012",460270,
"Germany","National currency, current prices, millions","Annual","Gross capital formation","2013",458500,
"Germany","National currency, current prices, millions","Annual","Gross fixed capital formation","2012",470550,
"Germany","National currency, current prices, millions","Annual","Gross fixed capital formation","2013",472210,
"Germany","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2012",-10280,
"Germany","National currency, current prices, millions","Annual","Changes in inventories and acquisitions less disposals of valuables","2013",-13710,
"Germany","National currency, current prices, millions","Annual","Exports of goods and services","2012",1381030,
"Germany","National currency, current prices, millions","Annual","Exports of goods and services","2013",1385490,
"Germany","National currency, current prices, millions","Annual","Exports of goods","2012",1172590,
"Germany","National currency, current prices, millions","Annual","Exports of goods","2013",1169110,
"Germany","National currency, current prices, millions","Annual","Exports of services","2012",208440,
"Germany","National currency, current prices, millions","Annual","Exports of services","2013",216380,
"Germany","National currency, current prices, millions","Annual","Imports of goods and services","2012",1223120,
"Germany","National currency, current prices, millions","Annual","Imports of goods and services","2013",1211820,
"Germany","National currency, current prices, millions","Annual","Imports of goods","2012",994350,
"Germany","National currency, current prices, millions","Annual","Imports of goods","2013",977840,
"Germany","National currency, current prices, millions","Annual","Imports of services","2012",228770,
"Germany","National currency, current prices, millions","Annual","Imports of services","2013",233980,
"Germany","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2012",2666400,
"Germany","National currency, current prices, millions","Annual","Gross domestic product (income approach)","2013",2737600,
"Germany","National currency, current prices, millions","Annual","External balance of goods and services","2012",157910,
"Germany","National currency, current prices, millions","Annual","External balance of goods and services","2013",173670,
"Germany","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2012",2386790,
"Germany","National currency, current prices, millions","Annual","Gross value added at basic prices, total activity","2013",2453980,
"Germany","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2012",1016020,
"Germany","National currency, current prices, millions","Annual","Gross operating surplus and gross mixed income","2013",1045860,
"Germany","National currency, current prices, millions","Annual","Compensation of employees","2012",1375900,
"Germany","National currency, current prices, millions","Annual","Compensation of employees","2013",1414160,
"Germany","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2012",1533870,
"Germany","National currency, current prices, millions","Annual","Households and Non-profit institutions serving households","2013",1572430,
"Germany","National currency, current prices, millions","Annual","Dwellings","2012",154700,
"Germany","National currency, current prices, millions","Annual","Dwellings","2013",158940,
"Germany","National currency, current prices, millions","Annual","Other buildings and structures","2012",111440,
"Germany","National currency, current prices, millions","Annual","Other buildings and structures","2013",112400,
"Germany","National currency, current prices, millions","Annual","Transport equipment","2012",46790,
"Germany","National currency, current prices, millions","Annual","Other machinery and equipment","2012",128250,
"Germany","National currency, current prices, millions","Annual","Cultivated assets","2012",-50,
"Germany","National currency, current prices, millions","Annual","Cultivated assets","2013",-50,
"Germany","National currency, current prices, millions","Annual","Intangible fixed assets","2012",29420,
"Germany","National currency, current prices, millions","Annual","Intangible fixed assets","2013",30030,
"Germany","National currency, current prices, millions","Annual","Domestic demand","2012",2508490,
"Germany","National currency, current prices, millions","Annual","Domestic demand","2013",2563930,
"Germany","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",344870,
"Germany","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",355210,
"Germany","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2012",534360,
"Germany","National currency, current prices, millions","Annual","of which: Manufacturing (ISIC rev4)","2013",535180,
"Germany","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",6760,
"Germany","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",7000,
"Germany","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2012",19980,
"Germany","National currency, current prices, millions","Annual","Agriculture, forestry and fishing (ISIC rev4)","2013",19270,
"Germany","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",616940,
"Germany","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",625480,
"Germany","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2012",376630,
"Germany","National currency, current prices, millions","Annual","Industry, including energy (ISIC rev4)","2013",387250,
"Germany","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",73730,
"Germany","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",73410,
"Germany","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2012",111320,
"Germany","National currency, current prices, millions","Annual","Construction (ISIC rev4)","2013",115800,
"Germany","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",347480,
"Germany","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",355550,
"Germany","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2012",243990,
"Germany","National currency, current prices, millions","Annual","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","2013",248710,
"Germany","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",57860,
"Germany","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",59230,
"Germany","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2012",96020,
"Germany","National currency, current prices, millions","Annual","Information and communication (ISIC rev4)","2013",96520,
"Germany","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",94420,
"Germany","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",98550,
"Germany","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2012",65150,
"Germany","National currency, current prices, millions","Annual","Financial and insurance activities (ISIC rev4)","2013",66320,
"Germany","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",11220,
"Germany","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",11580,
"Germany","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2012",289290,
"Germany","National currency, current prices, millions","Annual","Real estate activities (ISIC rev4)","2013",298590,
"Germany","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",264510,
"Germany","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",281120,
"Germany","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2012",140890,
"Germany","National currency, current prices, millions","Annual","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","2013",148330,
"Germany","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2012",341440,
"Germany","National currency, current prices, millions","Annual","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","2013",352930,
